concurso;data_do_sorteio;bola1;bola2;bola3;bola4;bola5;bola6;ganhadores_sena;cidade;rateio_sena;ganhadores_quina;rateio_quina;ganhadores_quadra;rateio_quadra;valor_acumulado;arrecadacao_total;estimativa_prêmio;acumulado_megadavirada;uf
428;2003-1-11;8;28;30;32;46;60;0;;0.00;48;16919.00;3734;216.67;2566758.37;0.00;0.00;0.00;NULL
429;2003-1-15;17;26;32;36;43;55;0;;0.00;44;14978.72;3300;198.96;12839021.93;0.00;0.00;0.00;NULL
430;2003-1-18;8;10;21;25;38;50;1;PR;14410708.81;85;15408.70;6944;187.90;0.00;0.00;0.00;0.00;NULL
431;2003-1-22;26;37;40;47;52;58;0;;0.00;20;21069.89;1184;354.56;505677.41;0.00;0.00;0.00;NULL
432;2003-1-25;4;13;17;27;39;50;0;;0.00;54;12185.97;4278;153.24;1295327.95;0.00;0.00;0.00;NULL
433;2003-1-29;16;17;28;30;36;54;0;;0.00;31;16580.20;2332;219.58;1912111.54;0.00;0.00;0.00;NULL
434;2003-2-01;4;10;17;24;30;54;0;;0.00;84;9173.28;4870;157.63;2836778.00;0.00;0.00;0.00;NULL
435;2003-2-05;10;11;17;31;37;43;0;;0.00;55;11059.32;3243;186.85;3566693.13;0.00;0.00;0.00;NULL
436;2003-2-08;1;6;7;29;48;57;0;;0.00;47;19531.31;4696;194.74;4668258.69;0.00;0.00;0.00;NULL
437;2003-2-12;7;10;30;44;54;59;0;;0.00;33;22273.90;2829;258.84;5550305.04;0.00;0.00;0.00;NULL
438;2003-2-15;3;5;11;14;38;48;0;;0.00;65;16281.73;6276;167.99;6820280.27;0.00;0.00;0.00;NULL
439;2003-2-19;13;20;29;42;43;57;0;;0.00;65;13353.84;4407;196.22;14150924.79;0.00;0.00;0.00;NULL
440;2003-2-22;3;5;23;30;46;47;0;;0.00;139;10909.13;10120;149.28;15970566.86;0.00;0.00;0.00;NULL
441;2003-2-26;2;10;15;21;58;59;0;;0.00;121;11917.74;6941;206.98;17701023.29;0.00;0.00;0.00;NULL
442;2003-3-01;6;15;23;31;37;59;1;SP;19946601.01;135;13861.59;9944;187.48;0.00;0.00;0.00;0.00;NULL
443;2003-3-08;11;17;26;36;48;52;0;;0.00;47;16322.42;3738;204.46;920584.21;0.00;0.00;0.00;NULL
444;2003-3-12;3;24;33;48;52;57;0;;0.00;43;13890.62;3332;178.58;1637340.11;0.00;0.00;0.00;NULL
445;2003-3-15;7;20;31;32;50;53;0;;0.00;31;28559.37;3101;284.42;2699748.84;0.00;0.00;0.00;NULL
446;2003-3-19;8;11;12;17;20;47;2;"RS; SP";1767117.91;65;10698.55;5039;137.48;0.00;0.00;0.00;0.00;NULL
447;2003-3-22;15;24;25;33;42;55;0;;0.00;55;12010.32;5613;117.25;792681.47;0.00;0.00;0.00;NULL
448;2003-3-26;3;5;9;45;51;52;0;;0.00;40;13356.99;2999;177.48;1433817.03;0.00;0.00;0.00;NULL
449;2003-3-29;1;8;24;34;49;56;0;;0.00;55;14643.05;3656;219.46;10220372.33;0.00;0.00;0.00;NULL
450;2003-4-02;1;9;13;50;51;59;0;;0.00;108;10575.60;6194;183.70;11590970.46;0.00;0.00;0.00;NULL
451;2003-4-05;17;18;23;28;31;53;0;;0.00;87;17131.80;7368;201.53;13379529.89;0.00;0.00;0.00;NULL
452;2003-4-09;11;16;30;36;51;54;0;;0.00;76;18847.21;6317;225.90;15098395.42;0.00;0.00;0.00;NULL
453;2003-4-12;8;20;23;34;52;58;0;;0.00;120;15932.45;7882;241.65;17392667.68;0.00;0.00;0.00;NULL
454;2003-4-16;4;17;24;42;46;56;0;;0.00;275;7515.39;16564;124.30;19872744.64;0.00;0.00;0.00;NULL
455;2003-4-19;2;14;15;17;50;59;0;;0.00;86;23171.64;7989;248.50;22264057.74;0.00;0.00;0.00;NULL
456;2003-4-23;3;17;22;27;33;40;0;;0.00;221;11142.66;16964;144.61;25219091.20;0.00;0.00;0.00;NULL
457;2003-4-26;15;17;24;27;32;48;3;"CE; SP";10000441.74;480;8302.49;31340;126.68;0.00;0.00;0.00;0.00;NULL
458;2003-4-30;13;24;32;34;43;53;0;;0.00;82;7395.34;3921;154.08;727701.47;0.00;0.00;0.00;NULL
459;2003-5-03;8;15;17;39;43;49;0;;0.00;62;12146.48;4197;178.76;15906301.09;0.00;0.00;0.00;NULL
460;2003-5-07;19;23;30;37;49;55;0;;0.00;155;9688.96;9464;158.09;17708446.64;0.00;0.00;0.00;NULL
461;2003-5-10;15;17;20;29;30;60;0;;0.00;189;10317.48;8312;233.71;20048450.45;0.00;0.00;0.00;NULL
462;2003-5-14;17;19;22;26;27;48;0;;0.00;212;9023.34;14463;131.76;22343987.57;0.00;0.00;0.00;NULL
463;2003-5-17;2;3;7;18;45;53;0;;0.00;166;14740.96;15269;159.66;25280386.38;0.00;0.00;0.00;NULL
464;2003-5-21;6;24;33;38;45;50;1;RS;28414544.43;241;10837.34;15457;168.33;0.00;0.00;0.00;0.00;NULL
465;2003-5-24;1;22;31;46;51;57;0;;0.00;19;40627.81;2175;353.57;926313.93;0.00;0.00;0.00;NULL
466;2003-5-28;11;16;28;29;30;45;0;;0.00;64;10353.72;3582;184.29;1721479.17;0.00;0.00;0.00;NULL
467;2003-5-31;8;18;21;22;38;60;0;;0.00;45;20730.13;3907;237.87;2840905.83;0.00;0.00;0.00;NULL
468;2003-6-04;5;6;23;25;39;51;0;;0.00;58;14292.56;4701;175.67;3835668.21;0.00;0.00;0.00;NULL
469;2003-6-07;13;21;26;29;42;47;2;"AL; RO";2596432.92;187;6048.12;8798;128.07;0.00;0.00;0.00;0.00;NULL
470;2003-6-11;8;11;23;37;51;58;0;;0.00;86;13384.59;6094;188.18;13182029.14;0.00;0.00;0.00;NULL
471;2003-6-14;5;31;32;36;51;59;0;;0.00;76;19668.02;5490;271.24;14975752.83;0.00;0.00;0.00;NULL
472;2003-6-18;3;4;12;29;38;51;0;;0.00;82;17224.58;6518;215.88;16670651.02;0.00;0.00;0.00;NULL
473;2003-6-21;7;23;41;49;51;58;0;;0.00;65;23285.11;6524;231.12;18486889.08;0.00;0.00;0.00;NULL
474;2003-6-25;3;12;32;34;40;50;0;;0.00;56;34156.59;6910;275.76;20782211.64;0.00;0.00;0.00;NULL
475;2003-6-28;6;8;19;22;43;52;0;;0.00;156;15008.18;13235;176.23;23591742.20;0.00;0.00;0.00;NULL
476;2003-7-02;17;20;38;43;55;58;0;;0.00;163;16837.81;11465;238.49;26885217.69;0.00;0.00;0.00;NULL
477;2003-7-05;6;8;18;34;38;47;3;"AM; RN; RS";10401481.92;279;12900.92;21958;163.30;0.00;0.00;0.00;0.00;NULL
478;2003-7-09;3;8;21;25;30;31;0;;0.00;92;7045.32;4876;132.43;777803.22;0.00;0.00;0.00;NULL
479;2003-7-12;20;26;41;46;54;58;0;;0.00;32;29012.34;2834;326.35;16088932.65;0.00;0.00;0.00;NULL
480;2003-7-16;14;33;36;38;41;49;0;;0.00;112;13831.54;8589;179.69;17947892.21;0.00;0.00;0.00;NULL
481;2003-7-19;6;13;22;24;42;44;3;"AC; MT; SP";6796888.03;359;5670.32;19465;104.19;0.00;0.00;0.00;0.00;NULL
482;2003-7-23;12;13;33;53;54;56;0;;0.00;41;14878.29;2929;207.48;732011.95;0.00;0.00;0.00;NULL
483;2003-7-26;16;18;23;35;44;59;0;;0.00;90;9761.25;6279;139.38;1786227.43;0.00;0.00;0.00;NULL
484;2003-7-30;17;18;19;38;49;53;0;;0.00;55;13655.17;4015;186.35;2687468.43;0.00;0.00;0.00;NULL
485;2003-8-02;19;28;30;38;52;57;0;;0.00;30;35888.42;3203;334.87;3979451.73;0.00;0.00;0.00;NULL
486;2003-8-06;8;14;19;30;42;50;1;SP;5125800.12;55;17368.92;4325;220.05;0.00;0.00;0.00;0.00;NULL
487;2003-8-09;8;22;25;48;52;54;2;SE;467702.34;104;7495.23;5329;145.73;0.00;0.00;0.00;0.00;NULL
488;2003-8-13;15;30;35;39;43;57;0;;0.00;46;11864.07;2699;201.45;654896.68;0.00;0.00;0.00;NULL
489;2003-8-16;17;28;33;36;53;59;0;;0.00;67;12406.82;5107;162.16;9662631.84;0.00;0.00;0.00;NULL
490;2003-8-20;5;11;23;29;54;58;1;RJ;11070173.50;148;7925.35;8438;138.49;0.00;0.00;0.00;0.00;NULL
491;2003-8-23;1;9;15;22;43;55;1;RJ;849344.26;81;8738.11;4221;167.05;0.00;0.00;0.00;0.00;NULL
492;2003-8-27;2;6;15;18;56;57;0;;0.00;26;19041.52;2629;187.61;594095.53;0.00;0.00;0.00;NULL
493;2003-8-30;3;18;20;24;42;54;0;;0.00;79;9663.99;5294;143.67;1510241.51;0.00;0.00;0.00;NULL
494;2003-9-03;18;20;28;32;49;53;0;;0.00;32;21997.60;2766;253.53;2354949.51;0.00;0.00;0.00;NULL
495;2003-9-06;8;15;29;36;49;60;0;;0.00;48;20565.02;5313;185.09;3539495.03;0.00;0.00;0.00;NULL
496;2003-9-10;10;19;20;29;41;59;0;;0.00;31;27720.31;3495;244.94;4570690.49;0.00;0.00;0.00;NULL
497;2003-9-13;9;13;20;32;41;58;0;;0.00;72;15712.44;5439;207.21;5928244.66;0.00;0.00;0.00;NULL
498;2003-9-17;2;6;28;49;50;57;0;;0.00;58;17603.00;4592;221.50;7153413.01;0.00;0.00;0.00;NULL
499;2003-9-20;1;4;5;11;44;59;1;PE;8698099.22;126;10216.18;8903;144.04;0.00;0.00;0.00;0.00;NULL
500;2003-9-27;21;29;35;36;38;54;1;PR;9394248.83;73;23869.01;6818;254.60;0.00;0.00;0.00;0.00;NULL
501;2003-10-01;16;27;28;34;39;56;0;;0.00;43;11303.51;3037;159.45;583261.35;0.00;0.00;0.00;NULL
502;2003-10-04;7;13;21;24;33;50;2;"MS; SP";730915.33;268;2731.87;9549;76.39;0.00;0.00;0.00;0.00;NULL
503;2003-10-08;7;10;21;27;48;49;0;;0.00;40;11636.06;2934;158.04;558530.93;0.00;0.00;0.00;NULL
504;2003-10-11;8;11;19;30;39;50;0;;0.00;54;12855.55;4006;172.64;1391570.39;0.00;0.00;0.00;NULL
505;2003-10-15;3;20;28;46;47;52;0;;0.00;30;19736.18;2559;230.51;2102072.80;0.00;0.00;0.00;NULL
506;2003-10-18;4;15;31;34;37;38;0;;0.00;65;12720.38;4735;173.96;3094262.01;0.00;0.00;0.00;NULL
507;2003-10-22;3;5;27;33;44;58;2;"MG; SP";1963484.53;212;3273.22;6604;104.68;0.00;0.00;0.00;0.00;NULL
508;2003-10-25;5;10;15;45;46;56;0;;0.00;33;18038.77;3025;196.05;714335.26;0.00;0.00;0.00;NULL
509;2003-10-29;28;32;33;34;35;55;0;;0.00;39;13104.28;2852;178.52;7199176.21;0.00;0.00;0.00;NULL
510;2003-11-01;1;4;30;41;45;58;2;"MA; SP";4252983.06;70;15557.02;4392;247.01;0.00;0.00;0.00;0.00;NULL
511;2003-11-05;3;4;8;34;36;37;0;;0.00;50;8700.75;3155;137.37;761315.61;0.00;0.00;0.00;NULL
512;2003-11-08;4;8;31;40;53;58;3;"MS; RJ";653828.50;41;16727.11;2277;300.05;0.00;0.00;0.00;0.00;NULL
513;2003-11-12;10;19;27;33;39;46;0;;0.00;46;8485.71;2427;160.23;683099.65;0.00;0.00;0.00;NULL
514;2003-11-15;15;36;40;42;51;52;0;;0.00;20;24964.72;1209;411.42;4941165.35;0.00;0.00;0.00;NULL
515;2003-11-19;15;16;39;45;48;57;0;;0.00;33;20464.65;2636;255.23;6122998.73;0.00;0.00;0.00;NULL
516;2003-11-22;5;13;24;33;34;35;0;;0.00;164;5416.02;7718;114.65;7677394.38;0.00;0.00;0.00;NULL
517;2003-11-26;7;8;28;32;38;51;0;;0.00;36;22385.92;3262;246.13;9087707.16;0.00;0.00;0.00;NULL
518;2003-11-29;5;8;10;15;18;44;0;;0.00;182;6014.85;8653;126.04;11003437.88;0.00;0.00;0.00;NULL
519;2003-12-03;9;15;19;22;36;42;0;;0.00;111;9685.31;7018;152.61;18558840.36;0.00;0.00;0.00;NULL
520;2003-12-06;9;12;17;32;34;35;0;;0.00;166;10017.32;10884;152.20;21468871.74;0.00;0.00;0.00;NULL
521;2003-12-10;15;25;28;32;38;45;0;;0.00;166;10463.37;10610;163.09;24508480.18;0.00;0.00;0.00;NULL
522;2003-12-13;6;14;15;25;49;52;0;;0.00;118;19311.39;8280;274.17;28496281.66;0.00;0.00;0.00;NULL
523;2003-12-17;28;39;40;44;45;58;0;;0.00;123;27528.74;9692;348.05;34421843.43;0.00;0.00;0.00;NULL
524;2003-12-20;19;29;34;41;47;48;1;SC;42794697.56;180;26580.49;17156;277.83;0.00;0.00;0.00;0.00;NULL
525;2003-12-27;8;10;24;26;32;49;2;"MG; SP";10208722.99;153;11600.82;9640;183.43;0.00;0.00;0.00;0.00;NULL
526;2004-1-03;3;21;31;36;55;59;0;;0.00;34;22681.04;2444;314.34;1349521.77;0.00;0.00;0.00;NULL
527;2004-1-07;6;14;17;26;50;52;0;;0.00;23;27463.44;2091;300.94;2454925.13;0.00;0.00;0.00;NULL
528;2004-1-10;8;12;28;31;34;37;0;;0.00;67;12554.60;4827;173.60;3926952.17;0.00;0.00;0.00;NULL
529;2004-1-14;1;13;33;38;45;56;15;"BA; CE; PB; PE; PI; RN";348732.75;87;8565.12;4758;156.03;0.00;0.00;0.00;0.00;NULL
530;2004-1-17;1;6;21;25;32;49;0;;0.00;49;18501.75;3771;239.50;7541604.05;0.00;0.00;0.00;NULL
531;2004-1-21;1;3;7;18;35;50;0;;0.00;96;9079.10;5188;167.37;9066892.84;0.00;0.00;0.00;NULL
532;2004-1-24;4;9;12;13;52;53;0;;0.00;69;16628.16;5314;215.09;11074743.03;0.00;0.00;0.00;NULL
533;2004-1-28;13;18;21;27;53;59;0;;0.00;82;12747.27;5129;203.03;12903975.95;0.00;0.00;0.00;NULL
534;2004-1-31;3;8;23;31;48;57;1;MT;15184658.12;107;12179.88;6559;197.95;0.00;0.00;0.00;0.00;NULL
535;2004-2-04;6;14;28;47;49;56;1;DF;7834139.14;59;12025.02;4136;170.89;0.00;0.00;0.00;0.00;NULL
536;2004-2-07;14;15;22;23;25;37;0;;0.00;49;12551.38;3217;190.46;1076280.35;0.00;0.00;0.00;NULL
537;2004-2-11;3;7;19;34;37;39;1;RS;2054340.05;128;4366.34;5345;104.17;0.00;0.00;0.00;0.00;NULL
538;2004-2-14;3;25;43;45;52;56;0;;0.00;36;16533.54;2657;223.17;1041612.80;0.00;0.00;0.00;NULL
539;2004-2-18;6;16;19;47;50;55;0;;0.00;21;25214.62;1908;276.47;5728373.54;0.00;0.00;0.00;NULL
540;2004-2-21;4;22;28;30;44;49;0;;0.00;84;10186.19;4535;187.97;7225743.35;0.00;0.00;0.00;NULL
541;2004-2-28;13;27;49;52;57;58;1;MG;9144543.50;54;20304.76;4879;223.88;0.00;0.00;0.00;0.00;NULL
542;2004-3-03;4;6;19;28;35;49;0;;0.00;42;9683.43;2800;144.70;711731.71;0.00;0.00;0.00;NULL
543;2004-3-06;35;37;42;46;49;54;1;PR;1836749.58;78;8241.89;2557;250.47;0.00;0.00;0.00;0.00;NULL
544;2004-3-10;11;17;33;34;47;56;0;;0.00;39;10062.10;2415;161.89;4929350.89;0.00;0.00;0.00;NULL
545;2004-3-13;17;29;35;40;43;57;1;ES;6409645.53;102;8292.97;4315;195.29;0.00;0.00;0.00;0.00;NULL
546;2004-3-17;4;5;13;17;46;54;0;;0.00;32;12224.97;3003;129.78;684598.29;0.00;0.00;0.00;NULL
547;2004-3-20;4;13;28;30;53;59;1;PB;1746857.35;42;14452.51;2599;232.67;0.00;0.00;0.00;0.00;NULL
548;2004-3-24;14;47;49;51;58;59;0;;0.00;9;41634.70;965;386.83;655746.39;0.00;0.00;0.00;NULL
549;2004-3-27;8;13;22;46;51;58;0;;0.00;34;17519.41;2772;214.07;5216225.00;0.00;0.00;0.00;NULL
550;2004-3-31;16;17;38;39;45;56;0;;0.00;39;18277.00;2948;240.88;6463630.53;0.00;0.00;0.00;NULL
551;2004-4-03;12;21;46;48;56;57;0;;0.00;35;28192.58;3027;324.75;8190426.28;0.00;0.00;0.00;NULL
552;2004-4-07;9;22;47;49;52;54;0;;0.00;69;14110.09;4299;225.61;9894220.21;0.00;0.00;0.00;NULL
553;2004-4-10;4;43;46;53;54;58;0;;0.00;42;23814.78;3308;301.22;11644606.76;0.00;0.00;0.00;NULL
554;2004-4-14;15;29;31;42;47;60;0;;0.00;64;20951.21;4812;277.60;20258939.21;0.00;0.00;0.00;NULL
555;2004-4-17;5;23;31;33;45;49;1;PR;23810057.19;152;13350.07;10733;188.35;0.00;0.00;0.00;0.00;NULL
556;2004-4-21;8;10;17;30;33;45;0;;0.00;20;14872.57;1699;174.41;520539.87;0.00;0.00;0.00;NULL
557;2004-4-24;8;12;18;23;38;49;0;;0.00;59;11001.41;3777;171.20;1656435.01;0.00;0.00;0.00;NULL
558;2004-4-28;7;14;31;57;58;59;0;;0.00;21;26571.46;2000;277.94;2632936.06;0.00;0.00;0.00;NULL
559;2004-5-01;6;13;17;25;36;53;1;ES;3707152.54;75;8184.51;4460;137.11;0.00;0.00;0.00;0.00;NULL
560;2004-5-05;2;11;18;30;32;58;0;;0.00;44;16215.47;2585;274.97;6433069.85;0.00;0.00;0.00;NULL
561;2004-5-08;1;20;36;39;49;55;0;;0.00;32;31342.98;2743;364.27;8188276.67;0.00;0.00;0.00;NULL
562;2004-5-12;16;23;35;37;55;57;0;;0.00;117;8271.95;5150;187.22;9881959.48;0.00;0.00;0.00;NULL
563;2004-5-15;5;8;23;34;44;51;0;;0.00;90;13541.69;6007;202.12;12014774.50;0.00;0.00;0.00;NULL
564;2004-5-19;10;13;20;32;38;49;0;;0.00;46;25392.82;4446;261.73;20397765.64;0.00;0.00;0.00;NULL
565;2004-5-22;7;31;34;35;37;45;0;;0.00;57;29241.27;6804;244.04;23314582.63;0.00;0.00;0.00;NULL
566;2004-5-26;6;13;17;18;20;37;0;;0.00;176;11334.45;13032;152.49;26805592.27;0.00;0.00;0.00;NULL
567;2004-5-29;11;31;38;41;57;58;0;;0.00;69;37888.61;5787;450.05;31380642.06;0.00;0.00;0.00;NULL
568;2004-6-02;13;17;22;25;29;41;0;;0.00;457;7802.44;24931;142.48;37620642.34;0.00;0.00;0.00;NULL
569;2004-6-05;3;9;14;15;32;57;1;RJ;46663532.70;434;11906.37;29922;172.04;0.00;0.00;0.00;0.00;NULL
570;2004-6-09;15;32;33;35;36;51;0;;0.00;84;18168.10;7539;201.67;21431972.38;0.00;0.00;0.00;NULL
571;2004-6-12;12;13;14;31;50;51;0;;0.00;69;22294.35;5572;275.04;24124014.99;0.00;0.00;0.00;NULL
572;2004-6-16;3;9;16;20;33;60;0;;0.00;162;10668.49;9940;173.21;27148533.16;0.00;0.00;0.00;NULL
573;2004-6-19;6;17;22;29;40;59;0;;0.00;82;25012.22;8272;247.00;30737786.41;0.00;0.00;0.00;NULL
574;2004-6-23;2;10;17;23;32;44;0;;0.00;162;12609.31;12691;160.35;45420567.88;0.00;0.00;0.00;NULL
575;2004-6-26;5;18;21;29;35;48;2;"DF; SP";25737016.52;470;7359.84;21660;159.10;0.00;0.00;0.00;0.00;NULL
576;2004-6-30;7;8;18;39;43;52;0;;0.00;27;22856.21;1978;310.81;1079955.77;0.00;0.00;0.00;NULL
577;2004-7-03;8;23;24;28;31;47;0;;0.00;57;15092.90;4579;187.17;2585472.50;0.00;0.00;0.00;NULL
578;2004-7-07;3;18;23;48;56;58;1;MG;3982872.62;62;12879.26;3639;218.60;0.00;0.00;0.00;0.00;NULL
579;2004-7-10;4;9;15;17;34;39;1;PB;1175432.13;90;7463.06;5172;129.38;0.00;0.00;0.00;0.00;NULL
580;2004-7-14;15;16;18;28;38;47;0;;0.00;56;16168.75;4097;220.17;9592944.81;0.00;0.00;0.00;NULL
581;2004-7-17;14;17;25;30;39;52;1;SP;11781320.02;56;22330.36;4429;281.27;0.00;0.00;0.00;0.00;NULL
582;2004-7-21;13;29;40;45;51;59;0;;0.00;29;17143.40;1943;254.91;870027.37;0.00;0.00;0.00;NULL
583;2004-7-24;6;7;20;41;43;55;0;;0.00;36;20218.13;2157;336.16;2143769.60;0.00;0.00;0.00;NULL
584;2004-7-28;7;8;23;30;32;53;0;;0.00;49;13327.92;3278;198.48;8329175.80;0.00;0.00;0.00;NULL
585;2004-7-31;12;24;33;36;39;57;1;MG;10166807.68;124;8468.35;7122;146.89;0.00;0.00;0.00;0.00;NULL
586;2004-8-04;11;13;38;39;45;54;0;;0.00;30;15687.92;2162;216.87;823615.95;0.00;0.00;0.00;NULL
587;2004-8-07;2;18;29;30;36;60;0;;0.00;36;20518.92;2436;302.09;2116308.12;0.00;0.00;0.00;NULL
588;2004-8-11;11;13;45;46;53;55;0;;0.00;22;29565.71;2088;310.34;3254587.92;0.00;0.00;0.00;NULL
589;2004-8-14;6;7;8;13;33;59;0;;0.00;152;5926.91;9005;99.66;9594559.27;0.00;0.00;0.00;NULL
590;2004-8-18;4;5;18;25;28;51;0;;0.00;70;14105.62;5155;190.82;11322497.59;0.00;0.00;0.00;NULL
591;2004-8-21;1;3;18;34;50;58;0;;0.00;64;18968.95;4448;271.90;13447020.10;0.00;0.00;0.00;NULL
592;2004-8-25;13;14;42;47;55;59;0;;0.00;60;18664.59;5062;220.39;15406801.69;0.00;0.00;0.00;NULL
593;2004-8-28;1;25;27;29;49;59;0;;0.00;68;20265.54;5291;259.47;17818401.51;0.00;0.00;0.00;NULL
594;2004-9-01;10;13;29;47;53;55;0;;0.00;121;11747.70;6444;219.76;27956987.94;0.00;0.00;0.00;NULL
595;2004-9-04;1;2;25;43;50;54;0;;0.00;89;22736.36;7230;278.82;31498176.46;0.00;0.00;0.00;NULL
596;2004-9-08;11;14;28;43;54;60;0;;0.00;116;15749.68;6578;276.69;34695360.86;0.00;0.00;0.00;NULL
597;2004-9-11;22;27;29;40;42;56;0;;0.00;140;21650.75;10021;301.33;39999792.49;0.00;0.00;0.00;NULL
598;2004-9-15;5;16;34;38;50;53;2;"DF; RS";23179951.19;234;15531.40;19229;188.29;0.00;0.00;0.00;0.00;NULL
599;2004-9-18;4;6;9;23;45;51;0;;0.00;65;10375.80;4755;141.31;15168219.08;0.00;0.00;0.00;NULL
600;2004-9-22;16;18;31;34;39;54;0;;0.00;73;16062.92;4640;251.75;17220256.51;0.00;0.00;0.00;NULL
601;2004-9-25;10;19;22;29;30;37;0;;0.00;75;18837.59;6002;234.50;19692689.90;0.00;0.00;0.00;NULL
602;2004-9-29;7;13;38;46;55;60;0;;0.00;95;13988.93;6773;195.47;22018349.56;0.00;0.00;0.00;NULL
603;2004-10-02;4;8;11;12;29;44;1;SP;24750883.61;233;6701.50;12565;123.80;0.00;0.00;0.00;0.00;NULL
604;2004-10-06;15;25;41;46;49;51;0;;0.00;15;35679.23;1422;374.94;8450325.62;0.00;0.00;0.00;NULL
605;2004-10-09;4;24;44;49;52;53;0;;0.00;45;23716.98;3980;267.15;10318037.87;0.00;0.00;0.00;NULL
606;2004-10-13;6;23;32;35;41;55;1;SP;11878491.65;43;20736.93;3770;235.63;0.00;0.00;0.00;0.00;NULL
607;2004-10-16;6;11;19;27;41;59;0;;0.00;48;13506.67;3059;211.14;1134560.21;0.00;0.00;0.00;NULL
608;2004-10-20;6;13;19;24;30;37;0;;0.00;101;6267.54;5181;121.72;2242347.59;0.00;0.00;0.00;NULL
609;2004-10-23;2;6;15;58;59;60;0;;0.00;60;13952.24;3994;208.81;8804117.70;0.00;0.00;0.00;NULL
610;2004-10-27;25;30;43;45;47;49;0;;0.00;62;14911.12;4044;227.75;10421973.58;0.00;0.00;0.00;NULL
611;2004-10-30;16;21;22;33;48;49;0;;0.00;69;16349.76;4531;248.04;12396207.89;0.00;0.00;0.00;NULL
612;2004-11-03;15;18;33;50;53;55;0;;0.00;41;22250.05;3389;268.16;13992649.10;0.00;0.00;0.00;NULL
613;2004-11-06;6;13;19;44;54;55;0;;0.00;108;12259.22;7101;185.76;16309642.40;0.00;0.00;0.00;NULL
614;2004-11-10;12;16;31;48;57;60;0;;0.00;53;24951.84;4127;319.23;25638073.79;0.00;0.00;0.00;NULL
615;2004-11-13;5;8;10;27;31;51;0;;0.00;157;11348.03;9780;181.48;28755943.65;0.00;0.00;0.00;NULL
616;2004-11-17;2;12;16;24;26;54;0;;0.00;90;18187.52;9236;176.56;31620478.41;0.00;0.00;0.00;NULL
617;2004-11-20;3;5;25;33;36;49;2;"RJ; SP";17791387.59;289;7834.50;17341;130.08;0.00;0.00;0.00;0.00;NULL
618;2004-11-24;3;8;10;13;24;60;0;;0.00;86;6312.56;4992;108.34;950038.98;0.00;0.00;0.00;NULL
619;2004-11-27;8;12;14;16;19;46;0;;0.00;101;7354.06;5924;124.91;10960275.81;0.00;0.00;0.00;NULL
620;2004-12-01;1;3;13;22;29;32;0;;0.00;87;11707.09;5886;172.39;12742680.43;0.00;0.00;0.00;NULL
621;2004-12-04;26;29;31;49;50;57;0;;0.00;40;32904.81;3837;341.73;15046017.24;0.00;0.00;0.00;NULL
622;2004-12-08;19;27;29;38;50;59;0;;0.00;49;24789.92;3560;339.92;17171752.86;0.00;0.00;0.00;NULL
623;2004-12-11;9;23;30;42;49;55;0;;0.00;124;12236.03;6915;218.59;19826970.07;0.00;0.00;0.00;NULL
624;2004-12-15;8;23;34;39;43;52;1;MG;22375180.08;108;13482.59;7284;199.16;0.00;0.00;0.00;0.00;NULL
625;2004-12-18;12;24;32;40;42;59;0;;0.00;49;20777.72;4056;250.06;9935192.23;0.00;0.00;0.00;NULL
626;2004-12-22;7;8;18;22;39;49;0;;0.00;52;21294.16;5096;216.47;11872960.59;0.00;0.00;0.00;NULL
627;2004-12-29;1;13;19;45;56;58;0;;0.00;112;14270.18;8049;197.82;14669915.47;0.00;0.00;0.00;NULL
628;2005-1-05;8;16;22;30;56;58;1;SP;17373966.13;76;20331.21;5510;279.37;0.00;0.00;0.00;0.00;NULL
629;2005-1-08;15;16;39;40;47;51;1;SE;1104456.38;15;42074.53;1865;337.13;0.00;0.00;0.00;0.00;NULL
630;2005-1-12;12;16;20;45;53;60;0;;0.00;33;24880.69;2972;275.23;8811801.94;0.00;0.00;0.00;NULL
631;2005-1-15;1;20;28;32;44;47;1;PR;10579247.17;46;21955.84;3548;283.58;0.00;0.00;0.00;0.00;NULL
632;2005-1-19;2;19;28;48;51;54;0;;0.00;26;19697.02;1962;260.03;896214.44;0.00;0.00;0.00;NULL
633;2005-1-22;5;11;22;27;46;50;0;;0.00;58;11744.77;3524;192.57;2088308.43;0.00;0.00;0.00;NULL
634;2005-1-26;10;13;24;41;42;56;0;;0.00;54;11854.27;3752;169.97;7789137.30;0.00;0.00;0.00;NULL
635;2005-1-29;8;20;26;37;42;49;0;;0.00;58;16456.84;3646;260.80;9459506.58;0.00;0.00;0.00;NULL
636;2005-2-02;26;28;30;32;34;50;0;;0.00;74;12762.47;3170;296.79;11112246.45;0.00;0.00;0.00;NULL
637;2005-2-05;11;18;43;48;52;58;0;;0.00;29;38451.69;3560;312.04;13063669.53;0.00;0.00;0.00;NULL
638;2005-2-12;10;11;36;41;42;50;0;;0.00;65;22677.35;4518;325.03;15643218.50;0.00;0.00;0.00;NULL
639;2005-2-16;13;35;39;45;51;60;0;;0.00;72;17653.96;5473;231.37;25066531.77;0.00;0.00;0.00;NULL
640;2005-2-19;12;19;42;46;59;60;0;;0.00;129;14012.81;8094;222.49;28229924.76;0.00;0.00;0.00;NULL
641;2005-2-23;1;9;13;17;33;34;1;MG;31923289.19;366;5766.38;20840;100.89;0.00;0.00;0.00;0.00;NULL
